题目编号,章节,题目代码,问题,正确答案,选项 A,选项 B,选项 C,选项 D
LX,4.1.2,MC1-0929,业余无线电爱好者经常提及的“波长”与无线电波的频率有什么关系？,C,波长与真空有些关联，但是在现实生活中无用,很明显，波长为频率的 1/4。这个常数应当牢记,波长为光速与频率之比；频率越高，波长越短,很明显，波长为频率的 4 倍。这个常数应当牢记
LK0428,4.1.2,MC1-0930,物理量“电动势”描述的是：,A,电子器件或装置将某种形式的能量转化为电能的能力,电源所能供应的电子数量最大值,加在电路两端的电源驱动电子流动的力量大小,单位时间内流过电路的电子数量
LK0427,4.1.2,MC1-0931,物理量“电压”描述的是：,C,电源所能供应的电子数量最大值,电子器件或装置将其它形式的能量转化为电能的能力,加在电路两端的电源驱动电子流动的力量大小,单位时间内流过电路的电子数量
LK0474,4.1.2,MC1-0932,正弦交流电压或电流的峰值（peak value）是指：（“x＾m”表示“x 的 m 次方”）,A,从零点算起的最大值,负半周最大幅度与正半周最大幅度的平均值,一个周期内瞬时值的平均值乘以 2＾(1/2),负半周最大幅度与正半周最大幅度的差值的二次方
LK0475,4.1.2,MC1-0933,正弦交流电压或电流的峰-峰值（peak-to-peak value）是指：,B,从零点算起的最大值,从负半周峰值到正半周峰值之间的差值,负半周最大幅度与正半周最大幅度的差值的平方根,负半周最大幅度与正半周最大幅度的差值的二次方
LK0476,4.1.2,MC1-0934,任意交流电压的有效值（RMS voltage）是指：（“x＾m”表示“x 的 m 次方”）,B,电压的平均值乘以 2＾(1/2),在同一电阻上可以转换出与该交流电压效果相同的热量的直流电压,最终转换成在应用场景中真正发挥作用的有效能量的那部分电压值,电压的峰值除以 2＾(1/2)
LK0426,4.1.2,MC1-0935,物理量“电流”描述的是：,D,电子在导体中的运动速度,通电后流过电路的电子数量,电源所能供应的电子数量最大值,单位时间内流过电路的电子数量
LK0429,4.1.2,MC1-0936,物理量“电阻”描述的是：,D,电路阻碍电流通过所消耗的能量大小,电子克服电路阻力所需的能量大小,电路阻断电流所需的过渡时间,电路从一点到另一点阻碍电流通过的能力大小
LK0430,4.1.2,MC1-0937,物理量“功率”描述的是：,B,电源所能供应的电子数量最大值,电流在单位时间内所做的功,电子通过电路所获得的能量大小,负载总共消耗的能量
LK0440,4.1.2,MC2-0938,直流电路欧姆定律是说：,BC,电阻两端的电压 U 与流过电阻的电流 I 成正比，与阻值 R 成反比,流过电阻的电流 I 与电阻两端的电压 U 成正比，与阻值 R 成反比,电阻两端的电压 U 与流过电阻的电流 I 成正比，与阻值 R 成正比,流过电阻的电流 I 与电阻两端的电压 U 成正比，与阻值 R 成正比
LK1141,4.1.2,MC1-0939,在电路中不受电阻阻碍的电流，种类如下：,C,直流电流,音频电流,不存在,射频电流
LX,4.1.2,MC1-0940,术语“阻抗”描述的是：,D,电路从一点到另一点阻断直流电流，通过交流电流的能力大小,电路从一点到另一点阻断交流电流，通过直流电流的能力大小,电路从一点到另一点阻断特定频率交流电流的能力大小,电路从一点到另一点对交流电流阻碍作用的统称
LK0435,4.1.3,MC1-0941,电动势的单位是：,C,瓦（特）,欧（姆）,伏（特）,安（培）
LK0432,4.1.3,MC1-0942,电压的单位是：,A,伏（特）,欧（姆）,瓦（特）,安（培）
LK0431,4.1.3,MC1-0943,电流的单位是：,D,伏（特）,瓦（特）,欧（姆）,安（培）
LK0433,4.1.3,MC1-0944,电阻的单位是：,A,欧（姆）,瓦（特）,安（培）,伏（特）
LY0433,4.1.3,MC1-0945,阻抗的单位是：,D,瓦（特）,伏（特）,安（培）,欧（姆）
LK0434,4.1.3,MC1-0946,功率的单位是：,B,安（培）,瓦（特）,伏（特）,欧（姆）
LX,4.1.3,MC1-0947,频率的单位是：,D,亨（利）,法（拉）,库（伦）,赫（兹）
LK0466,4.1.3,MC1-0948,在法定计量单位中，词头 k 的数学意义和文字含义分别为：（“x＾m”表示“x 的 m 次方”）,B,10＾(-6)，微,10＾3，千,10＾6，兆,10＾(-3)，毫
LK0467,4.1.3,MC1-0949,在法定计量单位中，词头 m 的数学意义和文字含义分别为：（“x＾m”表示“x 的 m 次方”）,D,10＾(-6)，微,10＾6，兆,10＾3，千,10＾(-3)，毫
LK0468,4.1.3,MC1-0950,在法定计量单位中，词头 M 的数学意义和文字含义分别为：（“x＾m”表示“x 的 m 次方”）,B,10＾3，千,10＾6，兆,10＾(-6)，微,10＾(-3)，毫
LK0469,4.1.3,MC1-0951,在法定计量单位中，词头μ的数学意义和文字含义分别为：（“x＾m”表示“x 的 m 次方”）,A,10＾(-6)，微,10＾6，兆,10＾(-3)，毫,10＾3，千
LK0470,4.1.3,MC1-0952,在法定计量单位中，词头 G 的数学意义和文字含义分别为：（“x＾m”表示“x 的 m 次方”）,C,10＾12，太,10＾6，兆,10＾9，吉,10＾(-12)，皮
LK0471,4.1.3,MC1-0953,在法定计量单位中，词头 n 的数学意义和文字含义分别为：（“x＾m”表示“x 的 m 次方”）,C,10＾12，太,10＾(-12)，皮,10＾(-9)，纳,10＾9，吉
LK0472,4.1.3,MC1-0954,在法定计量单位中，词头 T 的数学意义和文字含义分别为：（“x＾m”表示“x 的 m 次方”）,A,10＾12，太,10＾(-9)，纳,10＾-12，皮,10＾9，吉
LK0473,4.1.3,MC1-0955,在法定计量单位中，词头 p 的数学意义和文字含义分别为：（“x＾m”表示“x 的 m 次方”）,D,10＾9，吉,10＾(-9)，纳,10＾12，太,10＾(-12)，皮
LK1146,4.1.3,MC1-0956,以下哪个业余无线电通信缩语可以表述术语“射频”或特指无线电用途的某个频率？,C,MF,AF,RF,HF
LK0495,4.1.3,MC1-0957,术语“音频”是指人们可以普遍听到的声音的频率。以下描述正确的是：,D,音频位于 VHF 频带内,音频位于 VLF 至 MF 多个频带内,音频的频率范围大致为 16kHz-20kHz,音频的频率范围大致为 16Hz-20kHz
LK0849,4.1.3,MC1-0958,无线电通信及相关测试设备、电视设备和音频设备常用的传输接口标称阻抗分别为：,A,50 欧、75 欧和 600 欧,50 欧、600 欧和 75 欧,75 欧、50 欧和 16 欧,50 欧、50 欧和 75 欧
LX,4.1.3,MC1-0959,"1,805,000Hz 可以表述为：",B,1.805GHz,1.805MHz,1.805mHz,1.805kHz
LX,4.1.3,MC1-0960,2430MHz 可以表示为：,A,2.43GHz,0.00243nHz,243GHz,24.3kHz
LX,4.1.3,MC1-0961,将阻值为 1 欧的电阻与 13.8 伏电源并联，电阻所耗散的功率大约为：,D,13.8 安,13.8 伏,190 伏安,190 瓦
LK0566,4.1.3,MC1-0962,5W 可以表示为：,C,5dBW,35dBμ,37dBm,17dBm
LK0567,4.1.3,MC1-0963,0.25W 可以表示为：,A,54dBμ,25dBm,6dBW,36dBm
LK0568,4.1.3,MC1-0964,0.4kW 可以表示为：,D,6000dBm,400dBm,34dBm,86dBμ
LK1141,4.1.4,MC4-0965,电源是业余无线电爱好者常用的一种供电装置。我们对电源的理解是：,ABCD,电池是一种电源，其将化学能转化为电能，也称化学电源,变压器可将交流电压和电流转换成交流的另一种电压和电流，可用来制作交流电源,直流电源是将输入交流电或直流电转换成电压和电流符合要求的另一直流电的装置,电源是一种将某种形式的能量转化为电能的供电装置
LK0439,4.1.4,MC1-0966,电源两端电动势的方向为：,B,从电源的正极到负极,从电源的负极到正极,与电源的电压方向相同,取决于负载电阻和电源内阻的相对大小
LK0438,4.1.4,MC1-0967,电源两端电压的方向为：,B,与电源的电动势方向相同,从电源的正极到负极,取决于负载电阻和电源内阻的相对大小,从电源的负极到正极
LK1142,4.1.4,MC3-0968,为业余无线电设备供电的外置电源具有多种类型。常见的有：,ABC,蓄电池,开关电源,线性电源,标准电池
LK1143,4.1.4,MC3-0969,下列哪一种电池可以充电？,ACD,铅酸电池,碱性干电池,钠离子电池,锂离子电池
LK1229,4.1.4,MC1-0970,如何在电网停电的情况下给一个 12 伏的铅酸蓄电池充电？,C,将蓄电池放在冰里冷却一会儿,将蓄电池串联一个电灯泡作为限流装置，然后连接到 220 伏市电上,用适当的连线将待充电蓄电池与汽车的蓄电池并联，然后发动车辆,往蓄电池里加一些酸
LX,4.1.4,MC1-0971,使用蓄电池为电台供电时，应如何估算电池供电的时长？,B,用收发信机的发射功率除以电池的标称电压,用电池的标称安时数除以收发信机的平均工作电流,用电池的标称瓦时数除以收发信机的发射功率,用电池的标称电压除以收发信机的平均工作电流
LK0537,4.1.4,MC1-0972,电源的内阻对电路的影响是：,C,使电源的电动势降低,使电源的输出功率增加,使电源的实际输出电压降低,使电源的自身的能耗降低
LK0698,4.1.4,MC1-0973,有些收发信机会在直流 13.8V 供电线路中串联一个熔断器，并在其后反向并联一个额定电流很大的二极管作保护之用。该电路利用了二极管的什么特性？是如何工作的？,A,利用二极管中 PN 结的单向导电性；若电源极性接反，近乎短路的电流烧断熔丝，切断供电,在电源过压时利用二极管的击穿特性吸收电流以稳定供电电压,在电源过流时利用二极管的击穿特性吸收电流以稳定供电电压,若设备过热时利用二极管的热失控特性短路电源，烧断熔丝，切断供电
LK0699,4.1.4,MC2-0974,有些收发信机会在 13.8V 直流电源插座附近安装一个标有数字的复位按钮。其作用是什么？,CD,如果工作电压超过数字所注的伏特数则切断电源,如果工作温度超过数字所注的温度值则切断电源,当设备过流时切断电源,当电源极性接反时切断电源
LK0479,4.6.1,MC1-1298,用万用表的直流电压档测量正负对称的方波电压（占空比为 1:1）。所得读数为：,A,零值,该电压最大值的 1/2,该电压最大值的 2 倍,该电压的最大值
LK0480,4.6.1,MC1-1299,如果用磁电式万用表的交流电压档测量正负对称的方波电压（占空比为 1:1），其指针所示的电压读数：,D,为该电压的平均值,为该电压的峰-峰值,为该电压的峰值,大于该电压的峰值
LK0481,4.6.1,MC1-1300,用指针式万用表的直流电压档测量最小值为 0 的方波电压（占空比为 1:1），得到的读数是该电压的：,B,峰-峰值,峰值的 1/2，亦为有效值,零值,峰值
LK1198,4.6.1,MC1-1301,用万用表的电阻档测量一个电路。最开始，电表指示电路的阻值很小。但是随着测量时间的延长，测量值却变得越来越大。这是因为：,D,万用表出了故障,这个电路中存在一个周期性的交流电压,这个电路两端可能存在一个很大的电感,这个电路两端可能存在一个很大的电容
LK0484,4.6.1,MC2-1302,测量一个电解电容器是否完好应当使用：,CD,任意一种万用表的电流档,蓄电池充电器并配合进行短路放电实验,数字万用表的电容测试档（如果仪表具备该功能）,指针式万用表的电阻档
LK0491,4.6.1,MC1-1303,用指针式万用电表的电阻档测量一个常用元件，表笔第一次连接时表针挥动了一下，但很快回到零点。断开表笔重新连接，表针却不再有任何指示。正确的推论是：,C,万用表的准确度肯定有问题,该元件肯定是一支损坏了的电阻,该元件可能是一个电解电容器,万用表的电池肯定电量不足了
LK0492,4.6.1,MC1-1304,指针式万用表的电压档有个“欧姆/伏（每伏欧姆）”指标。越大的每伏欧姆数越说明：,B,测量电压时电表对电路工作状态的影响大,测量电压时电表对电路工作状态的影响小,可以耐受的电压过载能力强,可以耐受的电压过载能力弱
LK0493,4.6.1,MC1-1305,用数字万用表的直流电压档测量电路两点间某个等幅音频信号的电压，发现读数不为零。交换两支表笔之后再测，所得读数的极性反转。正确的推论是：,B,万用表的频率响应太差,音频信号上叠加有直流成分,音频信号含有丰富的谐波,表笔导线间的分布电容影响了测量
LK0025,5.1.1,MC1-1345,业余无线电发射设备的下列指标必须符合国家的相关规定：,B,频率调制频偏和调制度,频率容限和杂散域发射功率,指配频段和必要带宽,频率容限和带外发射
LK0116,5.1.1,MC1-1346,业余电台的无线电发射设备应符国家规定的下列主要技术指标：,D,工作频率范围足够宽、杂散发射不低于最大允许功率电平、带宽大于允许最低值,杂散发射不低于最大允许功率电平、电源电压及频率符合国家电网标准、采用标准天线阻抗,杂散发射不低于最大允许功率电平、频率漂移不低于频率容限、电源利用效率满足节能要求,符合频率容限、符合杂散发射最大允许功率电平
